176,1296
176,841
176,795
23,1436
23,1255
23,761
6,1536
25,329
25,1603
25,740
25,500
25,646
25,622
25,1298
25,543
157,1135
157,294
157,1081
157,1096
157,1433
157,382
157,750
157,695
157,3
157,1358
3,258
3,222
3,1340
129,436
126,259
126,465
126,438
126,352
126,651
65,1218
65,520
65,800
65,744
65,549
65,249
65,1417
65,1086
65,888
65,1167
96,1566
96,1160
96,1522
96,1092
96,903
96,471
96,419
96,1175
96,1189
96,1017
120,1116
120,1113
120,522
120,1539
120,1558
120,1356
120,1321
120,948
120,1294
120,335
120,1639
120,83
120,1306
120,291
120,974
120,1220
120,1262
120,1152
120,662
120,333
120,1042
120,888
120,1086
120,1417
120,249
120,549
120,744
120,1378
120,414
120,807
120,1638
120,765
120,1560
120,390
120,981
120,1028
120,1047
120,777
120,216
120,1601
120,1557
120,1232
120,591
120,362
120,347
120,1400
120,128
120,693
120,1148
120,789
120,1618
120,647
120,853
120,1632
120,1064
120,1315
120,1200
120,572
120,151
120,783
120,732
120,235
120,661
120,523
120,370
120,1349
120,211
120,644
120,832
120,409
120,1288
120,1412
120,267
120,972
120,1050
120,442
120,956
120,221
120,479
120,1272
120,309
120,1369
120,759
120,520
120,1281
120,886
120,202
120,336
120,505
120,1584
120,473
120,1303
120,1167
120,1208
120,1619
120,130
120,270
120,1476
120,657
120,1401
120,391
120,1542
120,453
120,440
120,1244
120,568
120,1016
120,1346
120,1376
120,843
120,1578
120,862
120,1616
120,1582
120,1398
120,675
120,1363
120,592
120,1153
120,696
120,446
120,539
120,954
120,1331
120,730
120,687
120,1009
120,663
120,800
120,1218
120,495
120,330
120,1545
120,1168
120,1013
120,1341
120,1210
120,250
120,271
120,849
120,774
120,253
120,1416
120,514
120,366
120,422
120,1058
120,1231
120,1214
120,1395
120,105
120,784
120,1309
120,387
120,722
120,1043
120,728
160,1248
160,293
160,1516
160,625
160,191
160,1259
160,706
94,1019
94,1305
94,1430
94,306
94,995
94,844
94,199
94,1454
94,1217
94,1132
94,374
94,1260
94,1194
94,1106
94,1295
94,1051
94,1155
94,1072
94,401
94,1223
94,1095
94,749
94,1169
94,458
94,1123
94,1443
94,1366
94,1609
94,241
94,469
94,1105
94,220
94,198
94,551
94,1025
94,1549
182,449
182,785
131,1163
131,830
131,1583
131,61
89,1090
89,563
89,815
153,771
153,1300
153,1154
153,845
37,197
37,787
37,1060
37,840
37,1233
37,1451
37,285
37,341
130,270
130,1619
130,1208
14,1085
14,932
14,914
190,1596
190,288
190,961
190,245
190,1347
161,665
161,624
152,657
152,1476
31,1210
31,250
31,554
31,423
31,1353
31,1315
31,1341
31,1013
31,1168
31,205
22,1159
22,776
22,399
22,1503
22,778
22,822
22,555
22,1122
22,973
166,1348
166,1508
166,1327
166,1137
166,430
166,269
166,814
166,445
166,278
79,1224
79,433
79,1506
79,506
79,1414
181,443
181,308
181,918
181,499
181,741
181,1567
181,671
181,1572
181,930
181,1027
181,396
181,571
181,323
181,1062
181,1332
181,609
181,621
181,754
181,876
181,1354
181,1447
181,214
181,786
181,922
181,762
181,1108
181,1451
181,37
181,573
181,1302
181,633
181,225
181,992
181,1276
181,1233
181,1408
181,311
181,1227
181,1280
181,444
181,315
181,108
181,548
181,797
181,1474
181,840
181,1209
181,1060
181,787
181,197
181,343
181,1052
181,1364
181,608
181,285
80,1162
119,1142
119,859
119,1477
119,770
119,349
119,1079
119,1555
119,1071
119,1569
119,183
119,659
